created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2023-01-05T08:42:39+01:00,1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.85605,-61.97797,,,,
2023-01-05T08:44:40+01:00,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.51012,-61.66692,,,,
2023-01-05T08:46:40+01:00,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.16804,-61.35736,,,,
2023-01-05T08:48:41+01:00,4,2.77282,0.01032,0.02862,0.00000,0.00000,0.00000,-0.82698,-61.04675,,,,
2023-01-05T08:50:45+01:00,5,3.26237,0.01519,0.04956,0.00000,0.00000,0.00000,-0.48411,-60.73243,,,,
2023-01-05T08:52:49+01:00,6,4.24145,0.02006,0.08510,2.77282,0.01032,0.02862,-0.13383,-60.40914,,,,
2023-01-05T08:54:52+01:00,7,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21813,-60.08203,,,,
2023-01-05T08:56:58+01:00,8,0.00000,0.00000,0.00000,3.26237,0.01032,0.03367,0.56054,-59.76156,,,,
2023-01-05T08:59:06+01:00,9,7.66784,0.02981,0.22856,0.00000,0.00000,0.00000,0.91299,-59.42932,,,,
2023-01-05T09:01:08+01:00,10,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.26981,-59.09046,,,,
2023-01-05T09:03:11+01:00,11,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.60871,-58.76622,,,,
2023-01-05T09:05:22+01:00,12,0.00000,0.00000,0.00000,15.98668,3.51594,56.20829,1.94924,-58.43802,,,,
2023-01-05T09:07:28+01:00,13,11.09366,4.79890,53.23731,11.58301,0.09800,1.13510,2.31057,-58.08705,,,,
2023-01-05T09:09:37+01:00,14,12.56169,4.03207,50.64960,0.00000,0.00000,0.00000,2.65682,-57.74805,,,,
2023-01-05T09:11:45+01:00,15,11.58301,4.63246,53.65781,14.51890,5.14082,74.63911,3.00997,-57.39952,,,,
2023-01-05T09:13:49+01:00,16,0.00000,0.00000,0.00000,46.29725,5.38739,249.42125,3.35904,-57.05220,,,,
2023-01-05T09:15:53+01:00,17,18.43276,5.25466,96.85792,74.12362,5.37317,398.27890,3.69588,-56.71430,,,,
2023-01-05T09:17:53+01:00,18,17.45436,4.32297,75.45469,24.30213,5.45371,132.53691,4.03141,-56.37499,,,,
2023-01-05T09:20:07+01:00,19,23.81308,4.72283,112.46510,23.81308,5.16455,122.98376,4.35487,-56.04522,,,,
2023-01-05T09:22:19+01:00,20,0.00000,0.00000,0.00000,24.79117,4.82266,119.55942,4.71458,-55.67538,,,,
2023-01-05T09:24:20+01:00,21,24.30213,5.24518,127.46903,67.29260,5.59577,376.55365,5.07004,-55.30656,,,,
2023-01-05T09:26:33+01:00,22,0.00000,0.00000,0.00000,15.49743,5.47266,84.81219,5.39205,-54.96952,,,,
2023-01-05T09:28:34+01:00,23,52.64697,4.88919,257.40091,34.56948,5.24992,181.48705,5.74182,-54.60017,,,,
2023-01-05T09:30:27+01:00,24,23.32402,5.22147,121.78561,37.99078,5.65729,214.92479,6.06104,-54.26008,,,,
2023-01-05T09:32:36+01:00,25,23.81308,0.13695,3.26124,24.79117,5.28785,131.09207,6.35791,-53.94113,,,,
2023-01-05T09:34:39+01:00,26,29.68091,4.90344,145.53856,0.00000,0.00000,0.00000,6.69535,-53.57540,,,,
2023-01-05T09:36:42+01:00,27,26.74721,5.24518,140.29390,0.00000,0.00000,0.00000,7.01822,-53.22221,,,,
2023-01-05T09:38:51+01:00,28,27.23619,5.14082,140.01646,17.94357,5.58157,100.15319,7.33443,-52.87314,,,,
2023-01-05T09:40:48+01:00,29,0.00000,0.00000,0.00000,59.48291,4.46587,265.64316,7.66976,-52.49944,,,,
2023-01-05T09:43:02+01:00,30,79.00150,4.81791,380.62201,35.54705,4.86068,172.78279,7.96757,-52.16444,,,,
2023-01-05T09:45:11+01:00,31,70.22047,5.31630,373.31284,0.00000,0.00000,0.00000,8.31245,-51.77274,,,,
2023-01-05T09:47:11+01:00,32,0.00000,0.00000,0.00000,30.16982,5.34000,161.10674,8.63773,-51.39948,,,,
2023-01-05T09:49:05+01:00,33,34.56948,4.61343,159.48376,30.65872,5.38265,165.02513,8.94116,-51.04791,,,,
2023-01-05T09:50:55+01:00,34,37.99078,5.31630,201.97023,36.52458,5.25940,192.09753,9.23052,-50.70947,,,,
2023-01-05T09:52:43+01:00,35,25.76921,5.45845,140.66002,66.31656,5.50108,364.81250,9.50349,-50.38730,,,,
2023-01-05T09:54:51+01:00,36,73.63577,5.43950,400.54202,124.79628,5.24992,655.17059,9.77272,-50.06674,,,,
2023-01-05T09:56:30+01:00,37,62.90002,4.77513,300.35568,126.74270,5.21198,660.58057,10.09015,-49.68509,,,,
2023-01-05T09:57:45+01:00,38,104.83472,5.63836,591.09595,285.70963,5.32104,1520.27148,10.33690,-49.38559,,,,
2023-01-05T09:59:26+01:00,39,91.67852,5.43477,498.25137,240.28111,5.32578,1279.68359,10.52125,-49.16019,,,,
2023-01-05T10:00:44+01:00,40,68.26860,5.59103,381.69199,288.60580,5.28785,1526.10498,10.76850,-48.85563,,,,
2023-01-05T10:01:49+01:00,41,102.88619,5.46319,562.08661,322.84512,5.31630,1716.34045,10.95623,-48.62261,,,,
2023-01-05T10:02:44+01:00,42,150.57103,5.51528,830.44196,348.36545,5.08862,1772.70117,11.11661,-48.42231,,,,
2023-01-05T10:03:57+01:00,43,178.73956,5.00318,894.26581,393.54687,5.12184,2015.68579,11.24745,-48.25806,,,,
2023-01-05T10:04:47+01:00,44,186.50325,5.35895,999.46240,372.41104,4.90344,1826.09497,11.42622,-48.03238,,,,
2023-01-05T10:05:56+01:00,45,201.53685,5.42529,1093.39612,348.36545,5.17403,1802.45471,11.54424,-47.88259,,,,
2023-01-05T10:06:53+01:00,46,200.08247,5.18352,1037.13184,404.58612,4.87968,1974.25281,11.70997,-47.67116,,,,
2023-01-05T10:07:40+01:00,47,196.20364,5.30208,1040.28650,357.98721,5.15031,1843.74634,11.84645,-47.49606,,,,
2023-01-05T10:09:00+01:00,48,209.29170,5.32578,1114.64099,394.98715,5.34000,2109.22998,11.95870,-47.35138,,,,
2023-01-05T10:09:56+01:00,49,221.88695,5.06015,1122.78052,376.25562,4.93669,1857.45776,12.15154,-47.10141,,,,
2023-01-05T10:10:37+01:00,50,204.44527,5.12184,1047.13684,384.42282,4.89869,1883.16772,12.28204,-46.93121,,,,
2023-01-05T10:11:25+01:00,51,209.77629,5.24518,1100.31409,383.46216,5.04116,1933.09375,12.38144,-46.80099,,,,
2023-01-05T10:12:42+01:00,52,204.44527,5.15031,1052.95715,404.10629,4.87968,1971.91138,12.49243,-46.65501,,,,
2023-01-05T10:13:43+01:00,53,148.14085,5.24518,777.02527,350.29019,5.17878,1814.07520,12.67604,-46.41213,,,,
2023-01-05T10:14:42+01:00,54,139.38980,5.39686,752.26788,380.57986,5.07913,1933.01575,12.81911,-46.22166,,,,
2023-01-05T10:16:03+01:00,55,140.36234,5.66202,794.73437,413.22119,4.99368,2063.49487,12.95706,-46.03699,,,,
2023-01-05T10:17:05+01:00,56,140.84859,5.70933,804.15106,380.09943,4.96519,1887.26526,13.14575,-45.78275,,,,
2023-01-05T10:18:03+01:00,57,179.71019,5.24518,942.61206,388.26505,4.98418,1935.18433,13.28731,-45.59073,,,,
2023-01-05T10:18:50+01:00,58,225.76082,5.17878,1169.16516,391.14624,5.07913,1986.68384,13.42379,-45.40455,,,,
2023-01-05T10:19:39+01:00,59,218.49670,5.22147,1140.87329,385.86377,4.90819,1893.89282,13.52989,-45.25910,,,,
2023-01-05T10:20:55+01:00,60,231.08615,5.33052,1231.80859,443.41403,5.04116,2235.32080,13.64263,-45.10385,,,,
2023-01-05T10:21:48+01:00,61,222.85548,5.21198,1161.51855,414.18042,5.01267,2076.15112,13.81687,-44.86246,,,,
2023-01-05T10:22:46+01:00,62,197.65829,5.69041,1124.75623,378.17761,5.23569,1980.02246,13.93795,-44.69368,,,,
2023-01-05T10:23:40+01:00,63,223.33974,5.34948,1194.75049,372.41104,5.22621,1946.29822,14.07003,-44.50857,,,,
2023-01-05T10:24:51+01:00,64,263.49161,4.89394,1289.51160,415.61917,4.94144,2053.75757,14.19489,-44.33262,,,,
2023-01-05T10:25:40+01:00,65,228.66571,5.38739,1231.91089,390.66608,4.94144,1930.45337,14.35322,-44.10813,,,,
2023-01-05T10:26:36+01:00,66,218.49670,5.23569,1143.98193,414.66000,5.06015,2098.24048,14.46369,-43.95060,,,,
2023-01-05T10:27:39+01:00,67,220.43405,5.30208,1168.75793,459.21072,5.11235,2347.64771,14.58953,-43.77018,,,,
2023-01-05T10:28:35+01:00,68,206.38399,4.97943,1027.67566,451.55331,5.07439,2291.35620,14.73062,-43.56673,,,,
2023-01-05T10:29:16+01:00,69,225.27663,5.29259,1192.29761,413.70081,5.00793,2071.78271,14.85781,-43.38221,,,,
2023-01-05T10:30:46+01:00,70,296.80936,5.08388,1508.94287,297.29181,5.06964,1507.16248,14.94903,-43.24921,,,,
2023-01-05T10:31:24+01:00,71,252.37329,5.17878,1306.98535,439.10361,5.00318,2196.91333,15.14628,-42.95976,,,,
2023-01-05T10:32:12+01:00,72,270.73935,5.10286,1381.54578,395.94727,5.17403,2048.64478,15.23018,-42.83584,,,,
2023-01-05T10:33:02+01:00,73,249.95544,5.12184,1280.23291,415.61917,5.14082,2136.62524,15.33587,-42.67905,,,,
2023-01-05T10:33:55+01:00,74,260.10843,5.03641,1310.01318,494.58716,4.97469,2460.41577,15.44562,-42.51542,,,,
2023-01-05T10:34:43+01:00,75,260.59177,4.94619,1288.93665,419.45529,5.04116,2114.54077,15.56160,-42.34158,,,,
2023-01-05T10:35:48+01:00,76,293.91437,4.69429,1379.72070,449.15976,5.06964,2277.07837,15.66848,-42.18054,,,,
2023-01-05T10:36:48+01:00,77,308.38501,5.03641,1553.15393,439.10361,5.04116,2213.59106,15.80974,-41.96641,,,,
2023-01-05T10:37:31+01:00,78,257.20810,5.24518,1349.10242,424.72873,5.10761,2169.34790,15.93962,-41.76825,,,,
2023-01-05T10:38:08+01:00,79,272.67163,4.92719,1343.50537,414.18042,5.01267,2076.15112,16.03023,-41.62926,,,,
2023-01-05T10:38:45+01:00,80,277.98444,4.97943,1384.20544,451.07462,4.79890,2164.66040,16.11201,-41.50330,,,,
2023-01-05T10:39:25+01:00,81,271.70551,5.13608,1395.50098,451.07462,5.03641,2271.79761,16.18928,-41.38379,,,,
2023-01-05T10:40:03+01:00,82,267.84058,5.21198,1395.98010,476.90695,4.72758,2254.61743,16.27494,-41.25079,,,,
2023-01-05T10:40:54+01:00,83,285.22690,5.32578,1519.05481,418.49631,5.12184,2143.47290,16.35824,-41.12091,,,,
2023-01-05T10:41:37+01:00,84,305.49173,4.97469,1519.72546,450.11722,5.04116,2269.11255,16.46470,-40.95411,,,,
2023-01-05T10:42:14+01:00,85,269.77313,5.18827,1399.65454,440.06155,5.03166,2214.24194,16.55598,-40.81037,,,,
